PUBMEDID	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE DESCRIPTION	REPLICATION SAMPLE DESCRIPTION	SNPS	RISK ALLELE FREQUENCY	P-VALUE	OR or BETA
24390342	http://europepmc.org/abstract/MED/24390342	Genetics of rheumatoid arthritis contributes to biology and drug discovery.	Rheumatoid arthritis	up to 14,361 European ancestry cases, up to 42,923 European ancestry controls, up to 4,873 East Asian ancestry cases, up to 17,642 East Asian ancestry controls	up to 3,775 European ancestry cases, up to 5,801 European ancestry controls, up to 6,871 East Asian ancestry cases, up to 6,392 East Asian ancestry controls	rs10790268	0.81	1E-15	1.14
24390342	http://europepmc.org/abstract/MED/24390342	Genetics of rheumatoid arthritis contributes to biology and drug discovery.	Rheumatoid arthritis	up to 14,361 European ancestry cases, up to 42,923 European ancestry controls, up to 4,873 East Asian ancestry cases, up to 17,642 East Asian ancestry controls	up to 3,775 European ancestry cases, up to 5,801 European ancestry controls, up to 6,871 East Asian ancestry cases, up to 6,392 East Asian ancestry controls	rs11933540	0.31	1E-16	1.15
24390342	http://europepmc.org/abstract/MED/24390342	Genetics of rheumatoid arthritis contributes to biology and drug discovery.	Rheumatoid arthritis	up to 14,361 European ancestry cases, up to 42,923 European ancestry controls, up to 4,873 East Asian ancestry cases, up to 17,642 East Asian ancestry controls	up to 3,775 European ancestry cases, up to 5,801 European ancestry controls, up to 6,871 East Asian ancestry cases, up to 6,392 East Asian ancestry controls	rs2451258	0.64	2E-10	1.1
24390342	http://europepmc.org/abstract/MED/24390342	Genetics of rheumatoid arthritis contributes to biology and drug discovery.	Rheumatoid arthritis	up to 14,361 European ancestry cases, up to 42,923 European ancestry controls, up to 4,873 East Asian ancestry cases, up to 17,642 East Asian ancestry controls	up to 3,775 European ancestry cases, up to 5,801 European ancestry controls, up to 6,871 East Asian ancestry cases, up to 6,392 East Asian ancestry controls	rs2451258	0.74	3E-11	1.1
24390342	http://europepmc.org/abstract/MED/24390342	Genetics of rheumatoid arthritis contributes to biology and drug discovery.	Rheumatoid arthritis	up to 14,361 European ancestry cases, up to 42,923 European ancestry controls, up to 4,873 East Asian ancestry cases, up to 17,642 East Asian ancestry controls	up to 3,775 European ancestry cases, up to 5,801 European ancestry controls, up to 6,871 East Asian ancestry cases, up to 6,392 East Asian ancestry controls	rs7752903	0.04	2E-29	1.38
24390342	http://europepmc.org/abstract/MED/24390342	Genetics of rheumatoid arthritis contributes to biology and drug discovery.	Rheumatoid arthritis	up to 14,361 European ancestry cases, up to 42,923 European ancestry controls, up to 4,873 East Asian ancestry cases, up to 17,642 East Asian ancestry controls	up to 3,775 European ancestry cases, up to 5,801 European ancestry controls, up to 6,871 East Asian ancestry cases, up to 6,392 East Asian ancestry controls	rs7752903	0.03	2E-20	1.41
24390342	http://europepmc.org/abstract/MED/24390342	Genetics of rheumatoid arthritis contributes to biology and drug discovery.	Rheumatoid arthritis	up to 14,361 European ancestry cases, up to 42,923 European ancestry controls, up to 4,873 East Asian ancestry cases, up to 17,642 East Asian ancestry controls	up to 3,775 European ancestry cases, up to 5,801 European ancestry controls, up to 6,871 East Asian ancestry cases, up to 6,392 East Asian ancestry controls	rs7752903	0.07	7E-11	1.34
24390342	http://europepmc.org/abstract/MED/24390342	Genetics of rheumatoid arthritis contributes to biology and drug discovery.	Rheumatoid arthritis	up to 14,361 European ancestry cases, up to 42,923 European ancestry controls, up to 4,873 East Asian ancestry cases, up to 17,642 East Asian ancestry controls	up to 3,775 European ancestry cases, up to 5,801 European ancestry controls, up to 6,871 East Asian ancestry cases, up to 6,392 East Asian ancestry controls	rs998731	0.56	2E-8	1.08
24390342	http://europepmc.org/abstract/MED/24390342	Genetics of rheumatoid arthritis contributes to biology and drug discovery.	Rheumatoid arthritis	up to 14,361 European ancestry cases, up to 42,923 European ancestry controls, up to 4,873 East Asian ancestry cases, up to 17,642 East Asian ancestry controls	up to 3,775 European ancestry cases, up to 5,801 European ancestry controls, up to 6,871 East Asian ancestry cases, up to 6,392 East Asian ancestry controls	rs998731	0.44	7E-9	1.09
24390342	http://europepmc.org/abstract/MED/24390342	Genetics of rheumatoid arthritis contributes to biology and drug discovery.	Rheumatoid arthritis	up to 14,361 European ancestry cases, up to 42,923 European ancestry controls, up to 4,873 East Asian ancestry cases, up to 17,642 East Asian ancestry controls	up to 3,775 European ancestry cases, up to 5,801 European ancestry controls, up to 6,871 East Asian ancestry cases, up to 6,392 East Asian ancestry controls	rs72717009	0.1	1E-7	1.13
24390342	http://europepmc.org/abstract/MED/24390342	Genetics of rheumatoid arthritis contributes to biology and drug discovery.	Rheumatoid arthritis	up to 14,361 European ancestry cases, up to 42,923 European ancestry controls, up to 4,873 East Asian ancestry cases, up to 17,642 East Asian ancestry controls	up to 3,775 European ancestry cases, up to 5,801 European ancestry controls, up to 6,871 East Asian ancestry cases, up to 6,392 East Asian ancestry controls	rs72717009	0.12	5E-7	1.12
24390342	http://europepmc.org/abstract/MED/24390342	Genetics of rheumatoid arthritis contributes to biology and drug discovery.	Rheumatoid arthritis	up to 14,361 European ancestry cases, up to 42,923 European ancestry controls, up to 4,873 East Asian ancestry cases, up to 17,642 East Asian ancestry controls	up to 3,775 European ancestry cases, up to 5,801 European ancestry controls, up to 6,871 East Asian ancestry cases, up to 6,392 East Asian ancestry controls	rs4780401	0.56	4E-8	1.07
24390342	http://europepmc.org/abstract/MED/24390342	Genetics of rheumatoid arthritis contributes to biology and drug discovery.	Rheumatoid arthritis	up to 14,361 European ancestry cases, up to 42,923 European ancestry controls, up to 4,873 East Asian ancestry cases, up to 17,642 East Asian ancestry controls	up to 3,775 European ancestry cases, up to 5,801 European ancestry controls, up to 6,871 East Asian ancestry cases, up to 6,392 East Asian ancestry controls	rs4780401	0.59	9E-9	1.09
24390342	http://europepmc.org/abstract/MED/24390342	Genetics of rheumatoid arthritis contributes to biology and drug discovery.	Rheumatoid arthritis	up to 14,361 European ancestry cases, up to 42,923 European ancestry controls, up to 4,873 East Asian ancestry cases, up to 17,642 East Asian ancestry controls	up to 3,775 European ancestry cases, up to 5,801 European ancestry controls, up to 6,871 East Asian ancestry cases, up to 6,392 East Asian ancestry controls	rs11089637	0.26	2E-9	1.08
24390342	http://europepmc.org/abstract/MED/24390342	Genetics of rheumatoid arthritis contributes to biology and drug discovery.	Rheumatoid arthritis	up to 14,361 European ancestry cases, up to 42,923 European ancestry controls, up to 4,873 East Asian ancestry cases, up to 17,642 East Asian ancestry controls	up to 3,775 European ancestry cases, up to 5,801 European ancestry controls, up to 6,871 East Asian ancestry cases, up to 6,392 East Asian ancestry controls	rs11089637	0.26	2E-9	1.08
24390342	http://europepmc.org/abstract/MED/24390342	Genetics of rheumatoid arthritis contributes to biology and drug discovery.	Rheumatoid arthritis	up to 14,361 European ancestry cases, up to 42,923 European ancestry controls, up to 4,873 East Asian ancestry cases, up to 17,642 East Asian ancestry controls	up to 3,775 European ancestry cases, up to 5,801 European ancestry controls, up to 6,871 East Asian ancestry cases, up to 6,392 East Asian ancestry controls	rs11089637	0.16	2E-7	1.1
24390342	http://europepmc.org/abstract/MED/24390342	Genetics of rheumatoid arthritis contributes to biology and drug discovery.	Rheumatoid arthritis	up to 14,361 European ancestry cases, up to 42,923 European ancestry controls, up to 4,873 East Asian ancestry cases, up to 17,642 East Asian ancestry controls	up to 3,775 European ancestry cases, up to 5,801 European ancestry controls, up to 6,871 East Asian ancestry cases, up to 6,392 East Asian ancestry controls	rs11089637	0.16	2E-7	1.1
24390342	http://europepmc.org/abstract/MED/24390342	Genetics of rheumatoid arthritis contributes to biology and drug discovery.	Rheumatoid arthritis	up to 14,361 European ancestry cases, up to 42,923 European ancestry controls, up to 4,873 East Asian ancestry cases, up to 17,642 East Asian ancestry controls	up to 3,775 European ancestry cases, up to 5,801 European ancestry controls, up to 6,871 East Asian ancestry cases, up to 6,392 East Asian ancestry controls	rs73194058	0.76	1E-6	1.08
24390342	http://europepmc.org/abstract/MED/24390342	Genetics of rheumatoid arthritis contributes to biology and drug discovery.	Rheumatoid arthritis	up to 14,361 European ancestry cases, up to 42,923 European ancestry controls, up to 4,873 East Asian ancestry cases, up to 17,642 East Asian ancestry controls	up to 3,775 European ancestry cases, up to 5,801 European ancestry controls, up to 6,871 East Asian ancestry cases, up to 6,392 East Asian ancestry controls	rs73194058	0.87	3E-8	1.13
24390342	http://europepmc.org/abstract/MED/24390342	Genetics of rheumatoid arthritis contributes to biology and drug discovery.	Rheumatoid arthritis	up to 14,361 European ancestry cases, up to 42,923 European ancestry controls, up to 4,873 East Asian ancestry cases, up to 17,642 East Asian ancestry controls	up to 3,775 European ancestry cases, up to 5,801 European ancestry controls, up to 6,871 East Asian ancestry cases, up to 6,392 East Asian ancestry controls	rs227163	0.42	3E-9	1.11
24390342	http://europepmc.org/abstract/MED/24390342	Genetics of rheumatoid arthritis contributes to biology and drug discovery.	Rheumatoid arthritis	up to 14,361 European ancestry cases, up to 42,923 European ancestry controls, up to 4,873 East Asian ancestry cases, up to 17,642 East Asian ancestry controls	up to 3,775 European ancestry cases, up to 5,801 European ancestry controls, up to 6,871 East Asian ancestry cases, up to 6,392 East Asian ancestry controls	rs10175798	0.54	1E-9	1.08
24390342	http://europepmc.org/abstract/MED/24390342	Genetics of rheumatoid arthritis contributes to biology and drug discovery.	Rheumatoid arthritis	up to 14,361 European ancestry cases, up to 42,923 European ancestry controls, up to 4,873 East Asian ancestry cases, up to 17,642 East Asian ancestry controls	up to 3,775 European ancestry cases, up to 5,801 European ancestry controls, up to 6,871 East Asian ancestry cases, up to 6,392 East Asian ancestry controls	rs10175798	0.62	4E-8	1.09
24390342	http://europepmc.org/abstract/MED/24390342	Genetics of rheumatoid arthritis contributes to biology and drug discovery.	Rheumatoid arthritis	up to 14,361 European ancestry cases, up to 42,923 European ancestry controls, up to 4,873 East Asian ancestry cases, up to 17,642 East Asian ancestry controls	up to 3,775 European ancestry cases, up to 5,801 European ancestry controls, up to 6,871 East Asian ancestry cases, up to 6,392 East Asian ancestry controls	chr11:107967350	0.92	1E-8	1.21
24390342	http://europepmc.org/abstract/MED/24390342	Genetics of rheumatoid arthritis contributes to biology and drug discovery.	Rheumatoid arthritis	up to 14,361 European ancestry cases, up to 42,923 European ancestry controls, up to 4,873 East Asian ancestry cases, up to 17,642 East Asian ancestry controls	up to 3,775 European ancestry cases, up to 5,801 European ancestry controls, up to 6,871 East Asian ancestry cases, up to 6,392 East Asian ancestry controls	chr11:107967350	0.92	1E-8	1.21
24390342	http://europepmc.org/abstract/MED/24390342	Genetics of rheumatoid arthritis contributes to biology and drug discovery.	Rheumatoid arthritis	up to 14,361 European ancestry cases, up to 42,923 European ancestry controls, up to 4,873 East Asian ancestry cases, up to 17,642 East Asian ancestry controls	up to 3,775 European ancestry cases, up to 5,801 European ancestry controls, up to 6,871 East Asian ancestry cases, up to 6,392 East Asian ancestry controls	chr17:38031857	0.4	2E-12	1.09
24390342	http://europepmc.org/abstract/MED/24390342	Genetics of rheumatoid arthritis contributes to biology and drug discovery.	Rheumatoid arthritis	up to 14,361 European ancestry cases, up to 42,923 European ancestry controls, up to 4,873 East Asian ancestry cases, up to 17,642 East Asian ancestry controls	up to 3,775 European ancestry cases, up to 5,801 European ancestry controls, up to 6,871 East Asian ancestry cases, up to 6,392 East Asian ancestry controls	chr17:38031857	0.4	2E-12	1.09
24390342	http://europepmc.org/abstract/MED/24390342	Genetics of rheumatoid arthritis contributes to biology and drug discovery.	Rheumatoid arthritis	up to 14,361 European ancestry cases, up to 42,923 European ancestry controls, up to 4,873 East Asian ancestry cases, up to 17,642 East Asian ancestry controls	up to 3,775 European ancestry cases, up to 5,801 European ancestry controls, up to 6,871 East Asian ancestry cases, up to 6,392 East Asian ancestry controls	chr17:38031857	0.46	6E-10	1.09
24390342	http://europepmc.org/abstract/MED/24390342	Genetics of rheumatoid arthritis contributes to biology and drug discovery.	Rheumatoid arthritis	up to 14,361 European ancestry cases, up to 42,923 European ancestry controls, up to 4,873 East Asian ancestry cases, up to 17,642 East Asian ancestry controls	up to 3,775 European ancestry cases, up to 5,801 European ancestry controls, up to 6,871 East Asian ancestry cases, up to 6,392 East Asian ancestry controls	chr17:38031857	0.46	6E-10	1.09
24390342	http://europepmc.org/abstract/MED/24390342	Genetics of rheumatoid arthritis contributes to biology and drug discovery.	Rheumatoid arthritis	up to 14,361 European ancestry cases, up to 42,923 European ancestry controls, up to 4,873 East Asian ancestry cases, up to 17,642 East Asian ancestry controls	up to 3,775 European ancestry cases, up to 5,801 European ancestry controls, up to 6,871 East Asian ancestry cases, up to 6,392 East Asian ancestry controls	chr1:2523811	0.7	5E-9	1.1
24390342	http://europepmc.org/abstract/MED/24390342	Genetics of rheumatoid arthritis contributes to biology and drug discovery.	Rheumatoid arthritis	up to 14,361 European ancestry cases, up to 42,923 European ancestry controls, up to 4,873 East Asian ancestry cases, up to 17,642 East Asian ancestry controls	up to 3,775 European ancestry cases, up to 5,801 European ancestry controls, up to 6,871 East Asian ancestry cases, up to 6,392 East Asian ancestry controls	chr1:2523811	0.7	5E-9	1.1
24390342	http://europepmc.org/abstract/MED/24390342	Genetics of rheumatoid arthritis contributes to biology and drug discovery.	Rheumatoid arthritis	up to 14,361 European ancestry cases, up to 42,923 European ancestry controls, up to 4,873 East Asian ancestry cases, up to 17,642 East Asian ancestry controls	up to 3,775 European ancestry cases, up to 5,801 European ancestry controls, up to 6,871 East Asian ancestry cases, up to 6,392 East Asian ancestry controls	chr1:2523811	0.67	8E-14	1.11
24390342	http://europepmc.org/abstract/MED/24390342	Genetics of rheumatoid arthritis contributes to biology and drug discovery.	Rheumatoid arthritis	up to 14,361 European ancestry cases, up to 42,923 European ancestry controls, up to 4,873 East Asian ancestry cases, up to 17,642 East Asian ancestry controls	up to 3,775 European ancestry cases, up to 5,801 European ancestry controls, up to 6,871 East Asian ancestry cases, up to 6,392 East Asian ancestry controls	chr1:2523811	0.67	8E-14	1.11
24390342	http://europepmc.org/abstract/MED/24390342	Genetics of rheumatoid arthritis contributes to biology and drug discovery.	Rheumatoid arthritis	up to 14,361 European ancestry cases, up to 42,923 European ancestry controls, up to 4,873 East Asian ancestry cases, up to 17,642 East Asian ancestry controls	up to 3,775 European ancestry cases, up to 5,801 European ancestry controls, up to 6,871 East Asian ancestry cases, up to 6,392 East Asian ancestry controls	chr1:2523811	0.58	8E-7	1.16
24390342	http://europepmc.org/abstract/MED/24390342	Genetics of rheumatoid arthritis contributes to biology and drug discovery.	Rheumatoid arthritis	up to 14,361 European ancestry cases, up to 42,923 European ancestry controls, up to 4,873 East Asian ancestry cases, up to 17,642 East Asian ancestry controls	up to 3,775 European ancestry cases, up to 5,801 European ancestry controls, up to 6,871 East Asian ancestry cases, up to 6,392 East Asian ancestry controls	chr1:2523811	0.58	8E-7	1.16
24390342	http://europepmc.org/abstract/MED/24390342	Genetics of rheumatoid arthritis contributes to biology and drug discovery.	Rheumatoid arthritis	up to 14,361 European ancestry cases, up to 42,923 European ancestry controls, up to 4,873 East Asian ancestry cases, up to 17,642 East Asian ancestry controls	up to 3,775 European ancestry cases, up to 5,801 European ancestry controls, up to 6,871 East Asian ancestry cases, up to 6,392 East Asian ancestry controls	chr21:35928240	0.9	3E-7	1.11
24390342	http://europepmc.org/abstract/MED/24390342	Genetics of rheumatoid arthritis contributes to biology and drug discovery.	Rheumatoid arthritis	up to 14,361 European ancestry cases, up to 42,923 European ancestry controls, up to 4,873 East Asian ancestry cases, up to 17,642 East Asian ancestry controls	up to 3,775 European ancestry cases, up to 5,801 European ancestry controls, up to 6,871 East Asian ancestry cases, up to 6,392 East Asian ancestry controls	chr21:35928240	0.88	7E-7	1.12
24390342	http://europepmc.org/abstract/MED/24390342	Genetics of rheumatoid arthritis contributes to biology and drug discovery.	Rheumatoid arthritis	up to 14,361 European ancestry cases, up to 42,923 European ancestry controls, up to 4,873 East Asian ancestry cases, up to 17,642 East Asian ancestry controls	up to 3,775 European ancestry cases, up to 5,801 European ancestry controls, up to 6,871 East Asian ancestry cases, up to 6,392 East Asian ancestry controls	chr6:14103212	0.09	3E-7	1.13
24390342	http://europepmc.org/abstract/MED/24390342	Genetics of rheumatoid arthritis contributes to biology and drug discovery.	Rheumatoid arthritis	up to 14,361 European ancestry cases, up to 42,923 European ancestry controls, up to 4,873 East Asian ancestry cases, up to 17,642 East Asian ancestry controls	up to 3,775 European ancestry cases, up to 5,801 European ancestry controls, up to 6,871 East Asian ancestry cases, up to 6,392 East Asian ancestry controls	chr6:14103212	0.15	3E-6	1.16
24390342	http://europepmc.org/abstract/MED/24390342	Genetics of rheumatoid arthritis contributes to biology and drug discovery.	Rheumatoid arthritis	up to 14,361 European ancestry cases, up to 42,923 European ancestry controls, up to 4,873 East Asian ancestry cases, up to 17,642 East Asian ancestry controls	up to 3,775 European ancestry cases, up to 5,801 European ancestry controls, up to 6,871 East Asian ancestry cases, up to 6,392 East Asian ancestry controls	chr7:128580042	0.39	1E-14	1.12
24390342	http://europepmc.org/abstract/MED/24390342	Genetics of rheumatoid arthritis contributes to biology and drug discovery.	Rheumatoid arthritis	up to 14,361 European ancestry cases, up to 42,923 European ancestry controls, up to 4,873 East Asian ancestry cases, up to 17,642 East Asian ancestry controls	up to 3,775 European ancestry cases, up to 5,801 European ancestry controls, up to 6,871 East Asian ancestry cases, up to 6,392 East Asian ancestry controls	chr7:128580042	0.46	4E-12	1.12
24390342	http://europepmc.org/abstract/MED/24390342	Genetics of rheumatoid arthritis contributes to biology and drug discovery.	Rheumatoid arthritis	up to 14,361 European ancestry cases, up to 42,923 European ancestry controls, up to 4,873 East Asian ancestry cases, up to 17,642 East Asian ancestry controls	up to 3,775 European ancestry cases, up to 5,801 European ancestry controls, up to 6,871 East Asian ancestry cases, up to 6,392 East Asian ancestry controls	chrX:78464616	0.33	4E-8	1.11
24390342	http://europepmc.org/abstract/MED/24390342	Genetics of rheumatoid arthritis contributes to biology and drug discovery.	Rheumatoid arthritis	up to 14,361 European ancestry cases, up to 42,923 European ancestry controls, up to 4,873 East Asian ancestry cases, up to 17,642 East Asian ancestry controls	up to 3,775 European ancestry cases, up to 5,801 European ancestry controls, up to 6,871 East Asian ancestry cases, up to 6,392 East Asian ancestry controls	chrX:78464616	0.44	4E-8	1.11
23918589	http://europepmc.org/abstract/MED/23918589	A genome-wide association study reveals ARL15, a novel non-HLA susceptibility gene for rheumatoid arthritis in North Indians.	Rheumatoid arthritis	706 North Indian ancestry cases, 761 North Indian ancestry controls	927 North Indian ancestry cases, 1,148 North Indian ancestry controls	rs255758	0.18	7E-6	1.42
23918589	http://europepmc.org/abstract/MED/23918589	A genome-wide association study reveals ARL15, a novel non-HLA susceptibility gene for rheumatoid arthritis in North Indians.	Rheumatoid arthritis	706 North Indian ancestry cases, 761 North Indian ancestry controls	927 North Indian ancestry cases, 1,148 North Indian ancestry controls	rs9275406	0.17	3E-12	2.1
23918589	http://europepmc.org/abstract/MED/23918589	A genome-wide association study reveals ARL15, a novel non-HLA susceptibility gene for rheumatoid arthritis in North Indians.	Rheumatoid arthritis	706 North Indian ancestry cases, 761 North Indian ancestry controls	927 North Indian ancestry cases, 1,148 North Indian ancestry controls	rs9275406	0.17	3E-12	2.1
23918589	http://europepmc.org/abstract/MED/23918589	A genome-wide association study reveals ARL15, a novel non-HLA susceptibility gene for rheumatoid arthritis in North Indians.	Rheumatoid arthritis	706 North Indian ancestry cases, 761 North Indian ancestry controls	927 North Indian ancestry cases, 1,148 North Indian ancestry controls	rs9275406	0.17	3E-12	2.1
23918589	http://europepmc.org/abstract/MED/23918589	A genome-wide association study reveals ARL15, a novel non-HLA susceptibility gene for rheumatoid arthritis in North Indians.	Rheumatoid arthritis	706 North Indian ancestry cases, 761 North Indian ancestry controls	927 North Indian ancestry cases, 1,148 North Indian ancestry controls	rs9275406	0.17	3E-12	2.1
23028356	http://europepmc.org/abstract/MED/23028356	Functional variants in NFKBIE and RTKN2 involved in activation of the NF-&#x003ba;B pathway are associated with rheumatoid arthritis in Japanese.	Rheumatoid arthritis	2,303 Japanese ancestry cases, 3,380 Japanese ancestry controls	5,604 Japanese ancestry cases, 31,982 Japanese ancestry controls	rs2233434	0.215	1E-15	1.2
23028356	http://europepmc.org/abstract/MED/23028356	Functional variants in NFKBIE and RTKN2 involved in activation of the NF-&#x003ba;B pathway are associated with rheumatoid arthritis in Japanese.	Rheumatoid arthritis	2,303 Japanese ancestry cases, 3,380 Japanese ancestry controls	5,604 Japanese ancestry cases, 31,982 Japanese ancestry controls	rs3125734	0.108	5E-9	1.2
22446963	http://europepmc.org/abstract/MED/22446963	Meta-analysis identifies nine new loci associated with rheumatoid arthritis in the Japanese population.	Rheumatoid arthritis	4,074 Japanese ancestry cases, 16,891 Japanese ancestry controls	5,277 Japanese ancestry cases, 21,684 Japanese ancestry controls	rs2867461	0.44	1E-12	1.13
22446963	http://europepmc.org/abstract/MED/22446963	Meta-analysis identifies nine new loci associated with rheumatoid arthritis in the Japanese population.	Rheumatoid arthritis	4,074 Japanese ancestry cases, 16,891 Japanese ancestry controls	5,277 Japanese ancestry cases, 21,684 Japanese ancestry controls	rs10821944	0.36	6E-18	1.16
22446963	http://europepmc.org/abstract/MED/22446963	Meta-analysis identifies nine new loci associated with rheumatoid arthritis in the Japanese population.	Rheumatoid arthritis	4,074 Japanese ancestry cases, 16,891 Japanese ancestry controls	5,277 Japanese ancestry cases, 21,684 Japanese ancestry controls	rs6496667	0.35	1E-6	1.09
22446963	http://europepmc.org/abstract/MED/22446963	Meta-analysis identifies nine new loci associated with rheumatoid arthritis in the Japanese population.	Rheumatoid arthritis	4,074 Japanese ancestry cases, 16,891 Japanese ancestry controls	5,277 Japanese ancestry cases, 21,684 Japanese ancestry controls	rs3783637	0.74	2E-6	1.1
22446963	http://europepmc.org/abstract/MED/22446963	Meta-analysis identifies nine new loci associated with rheumatoid arthritis in the Japanese population.	Rheumatoid arthritis	4,074 Japanese ancestry cases, 16,891 Japanese ancestry controls	5,277 Japanese ancestry cases, 21,684 Japanese ancestry controls	rs2233434	0.21	6E-19	1.19
22446963	http://europepmc.org/abstract/MED/22446963	Meta-analysis identifies nine new loci associated with rheumatoid arthritis in the Japanese population.	Rheumatoid arthritis	4,074 Japanese ancestry cases, 16,891 Japanese ancestry controls	5,277 Japanese ancestry cases, 21,684 Japanese ancestry controls	rs3781913	0.69	6E-10	1.12
22446963	http://europepmc.org/abstract/MED/22446963	Meta-analysis identifies nine new loci associated with rheumatoid arthritis in the Japanese population.	Rheumatoid arthritis	4,074 Japanese ancestry cases, 16,891 Japanese ancestry controls	5,277 Japanese ancestry cases, 21,684 Japanese ancestry controls	rs3781913	0.69	6E-10	1.12
22446963	http://europepmc.org/abstract/MED/22446963	Meta-analysis identifies nine new loci associated with rheumatoid arthritis in the Japanese population.	Rheumatoid arthritis	4,074 Japanese ancestry cases, 16,891 Japanese ancestry controls	5,277 Japanese ancestry cases, 21,684 Japanese ancestry controls	rs2841277	0.69	2E-14	1.15
22446963	http://europepmc.org/abstract/MED/22446963	Meta-analysis identifies nine new loci associated with rheumatoid arthritis in the Japanese population.	Rheumatoid arthritis	4,074 Japanese ancestry cases, 16,891 Japanese ancestry controls	5,277 Japanese ancestry cases, 21,684 Japanese ancestry controls	rs7404928	0.62	4E-6	1.08
22446963	http://europepmc.org/abstract/MED/22446963	Meta-analysis identifies nine new loci associated with rheumatoid arthritis in the Japanese population.	Rheumatoid arthritis	4,074 Japanese ancestry cases, 16,891 Japanese ancestry controls	5,277 Japanese ancestry cases, 21,684 Japanese ancestry controls	rs1957895	0.39	4E-7	1.09
22446963	http://europepmc.org/abstract/MED/22446963	Meta-analysis identifies nine new loci associated with rheumatoid arthritis in the Japanese population.	Rheumatoid arthritis	4,074 Japanese ancestry cases, 16,891 Japanese ancestry controls	5,277 Japanese ancestry cases, 21,684 Japanese ancestry controls	rs2847297	0.33	2E-8	1.1
22446963	http://europepmc.org/abstract/MED/22446963	Meta-analysis identifies nine new loci associated with rheumatoid arthritis in the Japanese population.	Rheumatoid arthritis	4,074 Japanese ancestry cases, 16,891 Japanese ancestry controls	5,277 Japanese ancestry cases, 21,684 Japanese ancestry controls	rs6496667	0.35	1E-6	1.09
22446963	http://europepmc.org/abstract/MED/22446963	Meta-analysis identifies nine new loci associated with rheumatoid arthritis in the Japanese population.	Rheumatoid arthritis	4,074 Japanese ancestry cases, 16,891 Japanese ancestry controls	5,277 Japanese ancestry cases, 21,684 Japanese ancestry controls	rs657075	0.36	3E-10	1.12
22446963	http://europepmc.org/abstract/MED/22446963	Meta-analysis identifies nine new loci associated with rheumatoid arthritis in the Japanese population.	Rheumatoid arthritis	4,074 Japanese ancestry cases, 16,891 Japanese ancestry controls	5,277 Japanese ancestry cases, 21,684 Japanese ancestry controls	rs11900673	0.28	1E-8	1.11
22446963	http://europepmc.org/abstract/MED/22446963	Meta-analysis identifies nine new loci associated with rheumatoid arthritis in the Japanese population.	Rheumatoid arthritis	4,074 Japanese ancestry cases, 16,891 Japanese ancestry controls	5,277 Japanese ancestry cases, 21,684 Japanese ancestry controls	rs4937362	0.68	8E-7	1.09
22446963	http://europepmc.org/abstract/MED/22446963	Meta-analysis identifies nine new loci associated with rheumatoid arthritis in the Japanese population.	Rheumatoid arthritis	4,074 Japanese ancestry cases, 16,891 Japanese ancestry controls	5,277 Japanese ancestry cases, 21,684 Japanese ancestry controls	rs4937362	0.68	8E-7	1.09
22446963	http://europepmc.org/abstract/MED/22446963	Meta-analysis identifies nine new loci associated with rheumatoid arthritis in the Japanese population.	Rheumatoid arthritis	4,074 Japanese ancestry cases, 16,891 Japanese ancestry controls	5,277 Japanese ancestry cases, 21,684 Japanese ancestry controls	rs2280381	0.84	2E-6	1.12
22446963	http://europepmc.org/abstract/MED/22446963	Meta-analysis identifies nine new loci associated with rheumatoid arthritis in the Japanese population.	Rheumatoid arthritis	4,074 Japanese ancestry cases, 16,891 Japanese ancestry controls	5,277 Japanese ancestry cases, 21,684 Japanese ancestry controls	rs12529514	0.14	2E-8	1.14
21844665	http://europepmc.org/abstract/MED/21844665	Common variants at the promoter region of the APOM confer a risk of rheumatoid arthritis.	Rheumatoid arthritis	100 Korean ancestry cases, 600 Korean ancestry controls	578 Korean ancestry cases, 711 Korean ancestry controls	rs805297	0.36	3E-10	1.56
21844665	http://europepmc.org/abstract/MED/21844665	Common variants at the promoter region of the APOM confer a risk of rheumatoid arthritis.	Rheumatoid arthritis	100 Korean ancestry cases, 600 Korean ancestry controls	578 Korean ancestry cases, 711 Korean ancestry controls	rs805297	0.36	3E-10	1.56
21653640	http://europepmc.org/abstract/MED/21653640	Pathway-driven gene stability selection of two rheumatoid arthritis GWAS identifies and validates new susceptibility genes in receptor mediated signalling pathways.	Rheumatoid arthritis	1,860 European ancestry cases, 2,938 European ancestry controls, 908 cases, 1,260 controls	NA	rs1063635	NR	1E-17	1.35
21653640	http://europepmc.org/abstract/MED/21653640	Pathway-driven gene stability selection of two rheumatoid arthritis GWAS identifies and validates new susceptibility genes in receptor mediated signalling pathways.	Rheumatoid arthritis	1,860 European ancestry cases, 2,938 European ancestry controls, 908 cases, 1,260 controls	NA	rs1610677	NR	4E-15	1.32
21653640	http://europepmc.org/abstract/MED/21653640	Pathway-driven gene stability selection of two rheumatoid arthritis GWAS identifies and validates new susceptibility genes in receptor mediated signalling pathways.	Rheumatoid arthritis	1,860 European ancestry cases, 2,938 European ancestry controls, 908 cases, 1,260 controls	NA	rs9268853	NR	5E-109	2.4
